positif,dirawat,sembuh,meninggal,positif_kumulatif,dirawat_kumulatif,sembuh_kumulatif,meninggal_kumulatif,lastUpdate,tanggal
2,2,0,0,2,2,0,0,1583107200000,2020-03-02T00:00:00.000Z
0,0,0,0,2,2,0,0,1583193600000,2020-03-03T00:00:00.000Z
0,0,0,0,2,2,0,0,1583280000000,2020-03-04T00:00:00.000Z
0,0,0,0,2,2,0,0,1583366400000,2020-03-05T00:00:00.000Z
2,2,0,0,4,4,0,0,1583452800000,2020-03-06T00:00:00.000Z
0,0,0,0,4,4,0,0,1583539200000,2020-03-07T00:00:00.000Z
2,2,0,0,6,6,0,0,1583625600000,2020-03-08T00:00:00.000Z
13,13,0,0,19,19,0,0,1583712000000,2020-03-09T00:00:00.000Z
8,6,2,0,27,25,2,0,1583798400000,2020-03-10T00:00:00.000Z
7,6,0,1,34,31,2,1,1583884800000,2020-03-11T00:00:00.000Z
0,0,0,0,34,31,2,1,1583971200000,2020-03-12T00:00:00.000Z
35,32,0,3,69,63,2,4,1584057600000,2020-03-13T00:00:00.000Z
27,20,6,1,96,83,8,5,1584144000000,2020-03-14T00:00:00.000Z
21,21,0,0,117,104,8,5,1584230400000,2020-03-15T00:00:00.000Z
17,17,0,0,134,121,8,5,1584316800000,2020-03-16T00:00:00.000Z
38,37,1,0,172,158,9,5,1584403200000,2020-03-17T00:00:00.000Z
55,39,2,14,227,197,11,19,1584489600000,2020-03-18T00:00:00.000Z
82,72,4,6,309,269,15,25,1584576000000,2020-03-19T00:00:00.000Z
60,51,2,7,369,320,17,32,1584662400000,2020-03-20T00:00:00.000Z
81,72,3,6,450,392,20,38,1584748800000,2020-03-21T00:00:00.000Z
64,45,9,10,514,437,29,48,1584835200000,2020-03-22T00:00:00.000Z
65,63,1,1,579,500,30,49,1584921600000,2020-03-23T00:00:00.000Z
106,100,0,6,685,600,30,55,1585008000000,2020-03-24T00:00:00.000Z
105,101,1,3,790,701,31,58,1585094400000,2020-03-25T00:00:00.000Z
103,79,4,20,893,780,35,78,1585180800000,2020-03-26T00:00:00.000Z
153,133,11,9,1046,913,46,87,1585267200000,2020-03-27T00:00:00.000Z
109,81,13,15,1155,994,59,102,1585353600000,2020-03-28T00:00:00.000Z
130,113,5,12,1285,1107,64,114,1585440000000,2020-03-29T00:00:00.000Z
129,110,11,8,1414,1217,75,122,1585526400000,2020-03-30T00:00:00.000Z
114,94,6,14,1528,1311,81,136,1585612800000,2020-03-31T00:00:00.000Z
149,106,22,21,1677,1417,103,157,1585699200000,2020-04-01T00:00:00.000Z
113,91,9,13,1790,1508,112,170,1585785600000,2020-04-02T00:00:00.000Z
196,163,22,11,1986,1671,134,181,1585872000000,2020-04-03T00:00:00.000Z
106,80,16,10,2092,1751,150,191,1585958400000,2020-04-04T00:00:00.000Z
181,160,14,7,2273,1911,164,198,1586044800000,2020-04-05T00:00:00.000Z
218,179,28,11,2491,2090,192,209,1586131200000,2020-04-06T00:00:00.000Z
247,223,12,12,2738,2313,204,221,1586217600000,2020-04-07T00:00:00.000Z
218,181,18,19,2956,2494,222,240,1586304000000,2020-04-08T00:00:00.000Z
337,267,30,40,3293,2761,252,280,1586390400000,2020-04-09T00:00:00.000Z
219,163,30,26,3512,2924,282,306,1586476800000,2020-04-10T00:00:00.000Z
330,305,4,21,3842,3229,286,327,1586563200000,2020-04-11T00:00:00.000Z
399,280,73,46,4241,3509,359,373,1586649600000,2020-04-12T00:00:00.000Z
316,269,21,26,4557,3778,380,399,1586736000000,2020-04-13T00:00:00.000Z
282,176,46,60,4839,3954,426,459,1586822400000,2020-04-14T00:00:00.000Z
297,267,20,10,5136,4221,446,469,1586908800000,2020-04-15T00:00:00.000Z
380,251,102,27,5516,4472,548,496,1586995200000,2020-04-16T00:00:00.000Z
407,324,59,24,5923,4796,607,520,1587081600000,2020-04-17T00:00:00.000Z
325,286,24,15,6248,5082,631,535,1587168000000,2020-04-18T00:00:00.000Z
327,225,55,47,6575,5307,686,582,1587254400000,2020-04-19T00:00:00.000Z
185,116,61,8,6760,5423,747,590,1587340800000,2020-04-20T00:00:00.000Z
375,254,95,26,7135,5677,842,616,1587427200000,2020-04-21T00:00:00.000Z
283,193,71,19,7418,5870,913,635,1587513600000,2020-04-22T00:00:00.000Z
357,298,47,12,7775,6168,960,647,1587600000000,2020-04-23T00:00:00.000Z
436,352,42,42,8211,6520,1002,689,1587686400000,2020-04-24T00:00:00.000Z
396,325,40,31,8607,6845,1042,720,1587772800000,2020-04-25T00:00:00.000Z
275,187,65,23,8882,7032,1107,743,1587859200000,2020-04-26T00:00:00.000Z
214,148,44,22,9096,7180,1151,765,1587945600000,2020-04-27T00:00:00.000Z
415,304,103,8,9511,7484,1254,773,1588032000000,2020-04-28T00:00:00.000Z
260,112,137,11,9771,7596,1391,784,1588118400000,2020-04-29T00:00:00.000Z
347,208,131,8,10118,7804,1522,792,1588204800000,2020-04-30T00:00:00.000Z
433,356,69,8,10551,8160,1591,800,1588291200000,2020-05-01T00:00:00.000Z
292,187,74,31,10843,8347,1665,831,1588377600000,2020-05-02T00:00:00.000Z
349,124,211,14,11192,8471,1876,845,1588464000000,2020-05-03T00:00:00.000Z
395,298,78,19,11587,8769,1954,864,1588550400000,2020-05-04T00:00:00.000Z
484,233,243,8,12071,9002,2197,872,1588636800000,2020-05-05T00:00:00.000Z
367,224,120,23,12438,9226,2317,895,1588723200000,2020-05-06T00:00:00.000Z
338,239,64,35,12776,9465,2381,930,1588809600000,2020-05-07T00:00:00.000Z
336,210,113,13,13112,9675,2494,943,1588896000000,2020-05-08T00:00:00.000Z
533,404,113,16,13645,10079,2607,959,1588982400000,2020-05-09T00:00:00.000Z
387,282,91,14,14032,10361,2698,973,1589068800000,2020-05-10T00:00:00.000Z
233,32,183,18,14265,10393,2881,991,1589155200000,2020-05-11T00:00:00.000Z
484,286,182,16,14749,10679,3063,1007,1589241600000,2020-05-12T00:00:00.000Z
689,444,224,21,15438,11123,3287,1028,1589328000000,2020-05-13T00:00:00.000Z
568,322,231,15,16006,11445,3518,1043,1589414400000,2020-05-14T00:00:00.000Z
490,172,285,33,16496,11617,3803,1076,1589500800000,2020-05-15T00:00:00.000Z
529,408,108,13,17025,12025,3911,1089,1589587200000,2020-05-16T00:00:00.000Z
489,212,218,59,17514,12237,4129,1148,1589673600000,2020-05-17T00:00:00.000Z
496,258,195,43,18010,12495,4324,1191,1589760000000,2020-05-18T00:00:00.000Z
486,313,143,30,18496,12808,4467,1221,1589846400000,2020-05-19T00:00:00.000Z
693,564,108,21,19189,13372,4575,1242,1589932800000,2020-05-20T00:00:00.000Z
973,674,263,36,20162,14046,4838,1278,1590019200000,2020-05-21T00:00:00.000Z
634,367,219,48,20796,14413,5057,1326,1590105600000,2020-05-22T00:00:00.000Z
949,732,192,25,21745,15145,5249,1351,1590192000000,2020-05-23T00:00:00.000Z
526,352,153,21,22271,15497,5402,1372,1590278400000,2020-05-24T00:00:00.000Z
479,220,240,19,22750,15717,5642,1391,1590364800000,2020-05-25T00:00:00.000Z
415,153,235,27,23165,15870,5877,1418,1590451200000,2020-05-26T00:00:00.000Z
686,451,180,55,23851,16321,6057,1473,1590537600000,2020-05-27T00:00:00.000Z
687,481,183,23,24538,16802,6240,1496,1590624000000,2020-05-28T00:00:00.000Z
678,402,252,24,25216,17204,6492,1520,1590710400000,2020-05-29T00:00:00.000Z
557,-19,523,53,25773,17185,7015,1573,1590796800000,2020-05-30T00:00:00.000Z
700,367,293,40,26473,17552,7308,1613,1590883200000,2020-05-31T00:00:00.000Z
467,110,329,28,26940,17662,7637,1641,1590969600000,2020-06-01T00:00:00.000Z
609,289,298,22,27549,17951,7935,1663,1591056000000,2020-06-02T00:00:00.000Z
684,178,471,35,28233,18129,8406,1698,1591142400000,2020-06-03T00:00:00.000Z
585,76,486,23,28818,18205,8892,1721,1591228800000,2020-06-04T00:00:00.000Z
703,103,551,49,29521,18308,9443,1770,1591315200000,2020-06-05T00:00:00.000Z
993,498,464,31,30514,18806,9907,1801,1591401600000,2020-06-06T00:00:00.000Z
672,31,591,50,31186,18837,10498,1851,1591488000000,2020-06-07T00:00:00.000Z
847,409,406,32,32033,19246,10904,1883,1591574400000,2020-06-08T00:00:00.000Z
1042,492,510,40,33075,19738,11414,1923,1591660800000,2020-06-09T00:00:00.000Z
1241,490,715,36,34316,20228,12129,1959,1591747200000,2020-06-10T00:00:00.000Z
979,431,507,41,35295,20659,12636,2000,1591833600000,2020-06-11T00:00:00.000Z
1111,486,577,48,36406,21145,13213,2048,1591920000000,2020-06-12T00:00:00.000Z
1014,408,563,43,37420,21553,13776,2091,1592006400000,2020-06-13T00:00:00.000Z
857,59,755,43,38277,21612,14531,2134,1592092800000,2020-06-14T00:00:00.000Z
1017,361,592,64,39294,21973,15123,2198,1592179200000,2020-06-15T00:00:00.000Z
1106,493,580,33,40400,22466,15703,2231,1592265600000,2020-06-16T00:00:00.000Z
1031,446,540,45,41431,22912,16243,2276,1592352000000,2020-06-17T00:00:00.000Z
1331,713,555,63,42762,23625,16798,2339,1592438400000,2020-06-18T00:00:00.000Z
1041,456,551,34,43803,24081,17349,2373,1592524800000,2020-06-19T00:00:00.000Z
1226,636,534,56,45029,24717,17883,2429,1592611200000,2020-06-20T00:00:00.000Z
862,305,521,36,45891,25022,18404,2465,1592697600000,2020-06-21T00:00:00.000Z
954,588,331,35,46845,25610,18735,2500,1592784000000,2020-06-22T00:00:00.000Z
1051,510,506,35,47896,26120,19241,2535,1592870400000,2020-06-23T00:00:00.000Z
1113,658,417,38,49009,26778,19658,2573,1592956800000,2020-06-24T00:00:00.000Z
1178,340,791,47,50187,27118,20449,2620,1593043200000,2020-06-25T00:00:00.000Z
1240,293,884,63,51427,27411,21333,2683,1593129600000,2020-06-26T00:00:00.000Z
1385,772,576,37,52812,28183,21909,2720,1593216000000,2020-06-27T00:00:00.000Z
1198,137,1027,34,54010,28320,22936,2754,1593302400000,2020-06-28T00:00:00.000Z
1082,167,864,51,55092,28487,23800,2805,1593388800000,2020-06-29T00:00:00.000Z
1293,216,1006,71,56385,28703,24806,2876,1593475200000,2020-06-30T00:00:00.000Z
1385,538,789,58,57770,29241,25595,2934,1593561600000,2020-07-01T00:00:00.000Z
1624,499,1072,53,59394,29740,26667,2987,1593648000000,2020-07-02T00:00:00.000Z
1301,351,901,49,60695,30091,27568,3036,1593734400000,2020-07-03T00:00:00.000Z
1447,743,651,53,62142,30834,28219,3089,1593820800000,2020-07-04T00:00:00.000Z
1607,639,886,82,63749,31473,29105,3171,1593907200000,2020-07-05T00:00:00.000Z
1209,325,814,70,64958,31798,29919,3241,1593993600000,2020-07-06T00:00:00.000Z
1268,334,866,68,66226,32132,30785,3309,1594080000000,2020-07-07T00:00:00.000Z
1853,1003,800,50,68079,33135,31585,3359,1594166400000,2020-07-08T00:00:00.000Z
2657,1533,1066,58,70736,34668,32651,3417,1594252800000,2020-07-09T00:00:00.000Z
1611,681,878,52,72347,35349,33529,3469,1594339200000,2020-07-10T00:00:00.000Z
1671,415,1190,66,74018,35764,34719,3535,1594425600000,2020-07-11T00:00:00.000Z
1681,691,919,71,75699,36455,35638,3606,1594512000000,2020-07-12T00:00:00.000Z
1282,181,1051,50,76981,36636,36689,3656,1594598400000,2020-07-13T00:00:00.000Z
1591,590,947,54,78572,37226,37636,3710,1594684800000,2020-07-14T00:00:00.000Z
1522,21,1414,87,80094,37247,39050,3797,1594771200000,2020-07-15T00:00:00.000Z
1574,203,1295,76,81668,37450,40345,3873,1594857600000,2020-07-16T00:00:00.000Z
1462,-111,1489,84,83130,37339,41834,3957,1594944000000,2020-07-17T00:00:00.000Z
1752,259,1434,59,84882,37598,43268,4016,1595030400000,2020-07-18T00:00:00.000Z
1639,-621,2133,127,86521,36977,45401,4143,1595116800000,2020-07-19T00:00:00.000Z
1693,21,1576,96,88214,36998,46977,4239,1595203200000,2020-07-20T00:00:00.000Z
1655,85,1489,81,89869,37083,48466,4320,1595289600000,2020-07-21T00:00:00.000Z
1882,-46,1789,139,91751,37037,50255,4459,1595376000000,2020-07-22T00:00:00.000Z
1906,-120,1909,117,93657,36917,52164,4576,1595462400000,2020-07-23T00:00:00.000Z
1761,-109,1781,89,95418,36808,53945,4665,1595548800000,2020-07-24T00:00:00.000Z
1868,410,1409,49,97286,37218,55354,4714,1595635200000,2020-07-25T00:00:00.000Z
1492,124,1301,67,98778,37342,56655,4781,1595721600000,2020-07-26T00:00:00.000Z
1525,-50,1518,57,100303,37292,58173,4838,1595808000000,2020-07-27T00:00:00.000Z
1748,-681,2366,63,102051,36611,60539,4901,1595894400000,2020-07-28T00:00:00.000Z
2381,708,1599,74,104432,37319,62138,4975,1595980800000,2020-07-29T00:00:00.000Z
1904,-333,2154,83,106336,36986,64292,5058,1596067200000,2020-07-30T00:00:00.000Z
2040,352,1615,73,108376,37338,65907,5131,1596153600000,2020-07-31T00:00:00.000Z
1560,-514,2012,62,109936,36824,67919,5193,1596240000000,2020-08-01T00:00:00.000Z
1519,420,1056,43,111455,37244,68975,5236,1596326400000,2020-08-02T00:00:00.000Z
1679,351,1262,66,113134,37595,70237,5302,1596412800000,2020-08-03T00:00:00.000Z
1922,23,1813,86,115056,37618,72050,5388,1596499200000,2020-08-04T00:00:00.000Z
1815,-88,1839,64,116871,37530,73889,5452,1596585600000,2020-08-05T00:00:00.000Z
1882,57,1756,69,118753,37587,75645,5521,1596672000000,2020-08-06T00:00:00.000Z
2473,489,1912,72,121226,38076,77557,5593,1596758400000,2020-08-07T00:00:00.000Z
2277,463,1749,65,123503,38539,79306,5658,1596844800000,2020-08-08T00:00:00.000Z
1893,182,1646,65,125396,38721,80952,5723,1596931200000,2020-08-09T00:00:00.000Z
1687,361,1284,42,127083,39082,82236,5765,1597017600000,2020-08-10T00:00:00.000Z
1693,160,1474,59,128776,39242,83710,5824,1597104000000,2020-08-11T00:00:00.000Z
1942,-225,2088,79,130718,39017,85798,5903,1597190400000,2020-08-12T00:00:00.000Z
2098,273,1760,65,132816,39290,87558,5968,1597276800000,2020-08-13T00:00:00.000Z
2307,194,2060,53,135123,39484,89618,6021,1597363200000,2020-08-14T00:00:00.000Z
2345,592,1703,50,137468,40076,91321,6071,1597449600000,2020-08-15T00:00:00.000Z
2081,220,1782,79,139549,40296,93103,6150,1597536000000,2020-08-16T00:00:00.000Z
1821,409,1355,57,141370,40705,94458,6207,1597622400000,2020-08-17T00:00:00.000Z
1673,-245,1848,70,143043,40460,96306,6277,1597708800000,2020-08-18T00:00:00.000Z
1902,-518,2351,69,144945,39942,98657,6346,1597795200000,2020-08-19T00:00:00.000Z
2266,177,2017,72,147211,40119,100674,6418,1597881600000,2020-08-20T00:00:00.000Z
2197,-202,2317,82,149408,39917,102991,6500,1597968000000,2020-08-21T00:00:00.000Z
2090,-211,2207,94,151498,39706,105198,6594,1598054400000,2020-08-22T00:00:00.000Z
2037,-351,2302,86,153535,39355,107500,6680,1598140800000,2020-08-23T00:00:00.000Z
1877,-1762,3560,79,155412,37593,111060,6759,1598227200000,2020-08-24T00:00:00.000Z
2447,541,1807,99,157859,38134,112867,6858,1598313600000,2020-08-25T00:00:00.000Z
2306,-322,2542,86,160165,37812,115409,6944,1598400000000,2020-08-26T00:00:00.000Z
2719,-567,3166,120,162884,37245,118575,7064,1598486400000,2020-08-27T00:00:00.000Z
3003,573,2325,105,165887,37818,120900,7169,1598572800000,2020-08-28T00:00:00.000Z
3308,1314,1902,92,169195,39132,122802,7261,1598659200000,2020-08-29T00:00:00.000Z
2858,1393,1383,82,172053,40525,124185,7343,1598745600000,2020-08-30T00:00:00.000Z
2743,895,1774,74,174796,41420,125959,7417,1598832000000,2020-08-31T00:00:00.000Z
2775,589,2098,88,177571,42009,128057,7505,1598918400000,2020-09-01T00:00:00.000Z
3075,1050,1914,111,180646,43059,129971,7616,1599004800000,2020-09-02T00:00:00.000Z
3622,1404,2084,134,184268,44463,132055,7750,1599091200000,2020-09-03T00:00:00.000Z
3269,1061,2126,82,187537,45524,134181,7832,1599177600000,2020-09-04T00:00:00.000Z
3128,800,2220,108,190665,46324,136401,7940,1599264000000,2020-09-05T00:00:00.000Z
3444,1185,2174,85,194109,47509,138575,8025,1599350400000,2020-09-06T00:00:00.000Z
2880,698,2077,105,196989,48207,140652,8130,1599436800000,2020-09-07T00:00:00.000Z
3046,640,2306,100,200035,48847,142958,8230,1599523200000,2020-09-08T00:00:00.000Z
3307,959,2242,106,203342,49806,145200,8336,1599609600000,2020-09-09T00:00:00.000Z
3861,1431,2310,120,207203,51237,147510,8456,1599696000000,2020-09-10T00:00:00.000Z
3737,942,2707,88,210940,52179,150217,8544,1599782400000,2020-09-11T00:00:00.000Z
3806,1459,2241,106,214746,53638,152458,8650,1599868800000,2020-09-12T00:00:00.000Z
3636,1011,2552,73,218382,54649,155010,8723,1599955200000,2020-09-13T00:00:00.000Z
3141,-372,3395,118,221523,54277,158405,8841,1600041600000,2020-09-14T00:00:00.000Z
3507,723,2660,124,225030,55000,161065,8965,1600128000000,2020-09-15T00:00:00.000Z
3963,792,3036,135,228993,55792,164101,9100,1600214400000,2020-09-16T00:00:00.000Z
3635,928,2585,122,232628,56720,166686,9222,1600300800000,2020-09-17T00:00:00.000Z
3891,-311,4088,114,236519,56409,170774,9336,1600387200000,2020-09-18T00:00:00.000Z
4168,480,3576,112,240687,56889,174350,9448,1600473600000,2020-09-19T00:00:00.000Z
3989,907,2977,105,244676,57796,177327,9553,1600560000000,2020-09-20T00:00:00.000Z
4176,582,3470,124,248852,58378,180797,9677,1600646400000,2020-09-21T00:00:00.000Z
4071,410,3501,160,252923,58788,184298,9837,1600732800000,2020-09-22T00:00:00.000Z
4465,665,3660,140,257388,59453,187958,9977,1600819200000,2020-09-23T00:00:00.000Z
4634,611,3895,128,262022,60064,191853,10105,1600905600000,2020-09-24T00:00:00.000Z
4823,367,4343,113,266845,60431,196196,10218,1600992000000,2020-09-25T00:00:00.000Z
4494,1197,3207,90,271339,61628,199403,10308,1601078400000,2020-09-26T00:00:00.000Z
3874,185,3611,78,275213,61813,203014,10386,1601164800000,2020-09-27T00:00:00.000Z
3509,-434,3856,87,278722,61379,206870,10473,1601251200000,2020-09-28T00:00:00.000Z
4002,307,3567,128,282724,61686,210437,10601,1601337600000,2020-09-29T00:00:00.000Z
4284,-365,4510,139,287008,61321,214947,10740,1601424000000,2020-09-30T00:00:00.000Z
4174,518,3540,116,291182,61839,218487,10856,1601510400000,2020-10-01T00:00:00.000Z
4317,1348,2853,116,295499,63187,221340,10972,1601596800000,2020-10-02T00:00:00.000Z
4007,212,3712,83,299506,63399,225052,11055,1601683200000,2020-10-03T00:00:00.000Z
3992,495,3401,96,303498,63894,228453,11151,1601769600000,2020-10-04T00:00:00.000Z
3622,-620,4140,102,307120,63274,232593,11253,1601856000000,2020-10-05T00:00:00.000Z
4056,91,3844,121,311176,63365,236437,11374,1601942400000,2020-10-06T00:00:00.000Z
4538,586,3854,98,315714,63951,240291,11472,1602028800000,2020-10-07T00:00:00.000Z
4850,973,3769,108,320564,64924,244060,11580,1602115200000,2020-10-08T00:00:00.000Z
4094,390,3607,97,324658,65314,247667,11677,1602201600000,2020-10-09T00:00:00.000Z
4294,392,3814,88,328952,65706,251481,11765,1602288000000,2020-10-10T00:00:00.000Z
4497,872,3546,79,333449,66578,255027,11844,1602374400000,2020-10-11T00:00:00.000Z
3267,-316,3492,91,336716,66262,258519,11935,1602460800000,2020-10-12T00:00:00.000Z
3906,-963,4777,92,340622,65299,263296,12027,1602547200000,2020-10-13T00:00:00.000Z
4127,-557,4555,129,344749,64742,267851,12156,1602633600000,2020-10-14T00:00:00.000Z
4411,-1511,5810,112,349160,63231,273661,12268,1602720000000,2020-10-15T00:00:00.000Z
4301,339,3883,79,353461,63570,277544,12347,1602806400000,2020-10-16T00:00:00.000Z
4301,169,4048,84,357762,63739,281592,12431,1602892800000,2020-10-17T00:00:00.000Z
